Working_Year,Experience,Employment_Status,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Group,Salary_Million_Won,Employee_Continent,Company_Continent
2022,MI,FT,GB,GB,M,0,Data Engineer,68,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,216,North America,North America
2022,EN,FT,GB,GB,M,100,Data Engineer,60,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,157,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,118,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,238,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,173,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,288,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,210,North America,North America
2022,SE,FT,US,US,L,0,Data Scientist,236,North America,North America
2022,SE,FT,US,US,L,0,Data Scientist,157,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,163,North America,North America
2022,EX,FT,US,US,M,100,Data Analyst,170,North America,North America
2022,EX,FT,US,US,M,100,Data Analyst,144,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,223,North America,North America
2022,MI,FT,US,US,M,100,Data Analyst,151,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,148,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,118,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,148,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,118,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,217,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,173,North America,North America
2022,MI,FT,US,US,M,100,Data Analyst,219,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,320,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,179,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,143,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,169,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,123,North America,North America
2022,EX,FT,US,US,M,100,Data Scientist,294,North America,North America
2022,EX,FT,US,US,M,100,Data Scientist,220,North America,North America
2022,EX,FT,US,US,M,100,Data Analyst,229,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,205,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,142,North America,North America
2022,SE,FT,US,US,M,0,Data Scientist,125,North America,North America
2022,SE,FT,US,US,L,0,Data Engineer,148,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,177,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,211,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,180,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,219,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,161,North America,North America
2022,SE,FT,GB,GB,M,0,Data Engineer,103,Europe,Europe
2022,SE,FT,GB,GB,M,0,Data Engineer,85,Europe,Europe
2022,SE,FT,US,US,M,0,Data Scientist,196,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,277,North America,North America
2022,SE,FT,CA,CA,M,100,Data Engineer,252,North America,North America
2022,SE,FT,CA,CA,M,100,Data Engineer,119,North America,North America
2022,SE,FT,CA,CA,M,100,Data Analyst,170,North America,North America
2022,SE,FT,CA,CA,M,100,Data Analyst,80,North America,North America
2022,SE,FT,CA,CA,M,100,Data Analyst,170,North America,North America
2022,SE,FT,CA,CA,M,100,Data Analyst,80,North America,North America
2022,SE,FT,US,US,L,0,Data Engineer,210,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,181,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,178,North America,North America
2022,MI,FT,US,US,S,0,Data Analyst,76,North America,North America
2022,EX,FT,US,US,M,100,Data Analyst,177,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,223,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,161,North America,North America
2022,SE,FT,US,US,M,0,Machine Learning Engineer,248,North America,North America
2022,SE,FT,US,US,M,0,Machine Learning Engineer,216,North America,North America
2022,MI,FT,GR,GR,M,0,Data Engineer,72,Europe,Europe
2022,MI,FT,GR,GR,M,0,Data Engineer,72,Europe,Europe
2022,EX,FT,CA,CA,S,100,Data Engineer,155,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,173,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,217,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,274,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,194,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,179,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,133,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,169,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,123,North America,North America
2022,EX,FT,IN,IN,L,50,Machine Learning Engineer,103,Asia,Asia
2022,SE,FT,US,US,M,100,Data Engineer,173,North America,North America
2022,EN,FT,GB,GB,L,100,Machine Learning Engineer,48,Europe,Europe
2022,SE,FT,US,US,M,0,Data Analyst,215,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,203,North America,North America
2022,MI,FT,GB,GB,M,0,Machine Learning Engineer,163,Europe,Europe
2022,MI,FT,GB,GB,M,0,Machine Learning Engineer,128,Europe,Europe
2022,MI,FT,US,US,M,0,Data Scientist,157,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,148,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,118,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,190,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,138,North America,North America
2022,MI,FT,FR,DE,M,100,Machine Learning Engineer,115,Europe,Europe
2022,MI,FT,GB,GB,M,0,Data Engineer,154,Europe,Europe
2022,SE,FT,US,US,L,100,Data Scientist,282,North America,North America
2022,SE,FT,US,US,L,100,Data Scientist,207,North America,North America
2022,SE,FT,US,US,L,100,Data Engineer,274,North America,North America
2022,SE,FT,US,US,L,100,Data Engineer,202,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,152,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,107,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,229,North America,North America
2022,MI,FT,GB,GB,M,0,Data Engineer,128,Europe,Europe
2022,MI,FT,US,US,S,0,Data Analyst,76,North America,North America
2022,SE,FT,US,US,L,100,Data Engineer,241,North America,North America
2022,MI,FT,GB,GB,M,100,Data Analyst,68,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,236,North America,North America
2022,MI,FT,GB,GB,M,0,Data Scientist,94,Europe,Europe
2022,MI,FT,GB,GB,M,0,Data Scientist,60,Europe,Europe
2022,MI,FT,GR,GR,M,100,Data Engineer,86,Europe,Europe
2022,MI,FT,GR,GR,M,100,Data Engineer,64,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,103,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,77,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,341,North America,North America
2022,SE,FT,AR,MX,L,100,Data Scientist,78,South America,North America
2022,MI,FT,US,US,M,0,Data Engineer,83,North America,North America
2022,MI,FT,US,US,L,100,Machine Learning Engineer,210,North America,North America
2022,MI,FT,US,US,L,100,Machine Learning Engineer,147,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,316,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,208,North America,North America
2022,SE,FT,US,US,M,0,Data Scientist,236,North America,North America
2022,SE,FT,US,US,M,0,Data Scientist,105,North America,North America
2022,MI,FT,US,US,M,0,Data Engineer,108,North America,North America
2022,SE,FT,US,US,L,100,Data Engineer,132,North America,North America
2022,MI,FT,ES,ES,M,100,Data Engineer,64,Europe,Europe
2022,SE,FT,US,US,L,0,Data Scientist,184,North America,North America
2022,MI,FT,GB,GB,M,100,Data Analyst,51,Europe,Europe
2022,MI,FT,ES,ES,M,100,Data Analyst,57,Europe,Europe
2022,MI,FT,ES,ES,M,100,Data Analyst,43,Europe,Europe
2022,MI,FT,ES,ES,M,100,Data Engineer,115,Europe,Europe
2022,MI,FT,ES,ES,M,100,Data Engineer,101,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,137,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,120,Europe,Europe
2022,MI,FT,ES,ES,M,100,Data Engineer,86,Europe,Europe
2022,MI,FT,GR,GR,M,100,Data Engineer,115,Europe,Europe
2022,SE,FT,US,US,M,0,Machine Learning Engineer,248,North America,North America
2022,SE,FT,US,US,M,0,Machine Learning Engineer,216,North America,North America
2022,MI,FT,GR,GR,M,100,Data Analyst,57,Europe,Europe
2022,MI,FT,GR,GR,M,100,Data Analyst,43,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,128,Europe,Europe
2022,MI,FT,GB,GB,M,100,Data Engineer,103,Europe,Europe
2022,SE,FT,US,US,L,0,Data Scientist,282,North America,North America
2022,MI,FT,GR,GR,M,100,Data Engineer,101,Europe,Europe
2022,SE,FT,US,US,L,100,Data Engineer,274,North America,North America
2022,SE,FT,US,US,L,100,Data Engineer,202,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,236,North America,North America
2022,EN,FT,PT,PT,L,100,Machine Learning Engineer,28,Europe,Europe
2022,SE,FT,US,US,M,100,Data Engineer,105,North America,North America
2022,MI,FT,CA,CA,M,100,Machine Learning Engineer,103,North America,North America
2022,EX,FT,CA,CA,L,50,Data Scientist,258,North America,North America
2022,MI,FT,US,US,S,100,Machine Learning Engineer,157,North America,North America
2022,EN,FT,US,US,M,0,Computer Vision Engineer,164,North America,North America
2022,MI,FT,US,US,L,50,Machine Learning Engineer,48,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,137,North America,North America
2022,SE,FT,DE,DE,M,0,Machine Learning Engineer,115,Europe,Europe
2022,MI,FT,IN,IN,M,100,Data Analyst,24,Asia,Asia
2022,MI,FT,IN,IN,L,100,Data Scientist,41,Asia,Asia
2022,MI,FT,PT,PT,L,50,Machine Learning Engineer,76,Europe,Europe
2022,EN,FT,US,US,L,50,Data Analyst,131,North America,North America
2022,MI,PT,DE,DE,L,50,Data Engineer,72,Europe,Europe
2022,EN,FT,IN,IN,M,100,Data Scientist,24,Asia,Asia
2022,SE,FT,DE,DE,M,100,Data Scientist,213,Europe,Europe
2022,EN,FT,US,US,M,100,Data Engineer,157,North America,North America
2022,SE,FT,US,US,L,50,Data Scientist,189,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,137,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,131,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,MI,FT,US,US,M,100,Data Analyst,177,North America,North America
2022,MI,FT,US,US,M,100,Data Analyst,65,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,288,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,MI,FT,GB,GB,M,0,Data Scientist,240,Europe,Europe
2022,MI,FT,GB,GB,M,0,Data Scientist,120,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,243,North America,North America
2022,SE,FT,US,US,M,100,Machine Learning Engineer,288,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,262,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,157,North America,North America
2022,SE,FT,AE,AE,S,100,Machine Learning Engineer,157,Asia,Asia
2022,SE,FT,AE,AE,S,100,Machine Learning Engineer,85,Asia,Asia
2022,EX,FT,US,US,M,100,Data Engineer,425,North America,North America
2022,EX,FT,US,US,M,100,Data Engineer,283,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,275,North America,North America
2022,SE,FT,US,US,M,100,Machine Learning Engineer,157,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,301,North America,North America
2022,EN,PT,DZ,DZ,M,50,Data Scientist,131,Africa,Africa
2022,MI,FL,CA,US,M,100,Data Scientist,131,North America,North America
2022,EN,CT,TN,CZ,M,100,Machine Learning Engineer,41,Africa,Europe
2022,MI,FT,CA,CA,S,100,Data Analyst,98,North America,North America
2022,MI,FT,PL,PL,L,100,Data Scientist,46,Europe,Europe
2022,SE,FT,CA,CA,M,100,Machine Learning Engineer,103,North America,North America
2022,SE,FT,BR,US,M,100,Data Scientist,131,South America,North America
2022,MI,FT,US,US,M,50,Machine Learning Engineer,200,North America,North America
2022,EN,FT,PK,DE,M,100,Data Engineer,76,Asia,Europe
2022,SE,FT,US,US,M,100,Data Scientist,216,North America,North America
2022,SE,FT,FR,FR,L,50,Data Scientist,122,Europe,Europe
2022,EN,FT,CA,CA,L,100,Data Scientist,68,North America,North America
2022,SE,FT,NL,NL,L,100,Machine Learning Engineer,82,Europe,Europe
2022,EN,FT,JP,MY,L,100,Data Scientist,52,Asia,Asia
2022,MI,FT,AU,AU,L,100,Machine Learning Engineer,114,Oceania,Oceania
2022,SE,FT,US,US,M,100,Data Engineer,150,North America,North America
2022,EN,FT,AU,AU,M,50,Data Scientist,113,Oceania,Oceania
2022,MI,FT,BO,US,L,100,Machine Learning Engineer,98,South America,North America
2022,MI,FT,AT,AT,L,0,Data Scientist,85,Europe,Europe
2022,EN,FT,US,US,L,100,Data Scientist,157,North America,North America
2022,MI,FT,US,US,L,100,Data Scientist,206,North America,North America
2022,EN,FT,AU,AU,S,100,Computer Vision Engineer,196,Oceania,Oceania
2022,MI,FT,CA,CA,L,50,Data Analyst,93,North America,North America
2022,EN,FT,US,US,S,100,Data Engineer,85,North America,North America
2022,SE,FT,IE,IE,S,100,Machine Learning Engineer,93,Europe,Europe
2022,EN,FT,PK,PK,M,0,Data Analyst,26,Asia,Asia
2022,MI,FT,RU,US,S,100,Data Scientist,63,Europe,North America
2022,SE,FT,US,US,M,100,Data Scientist,200,North America,North America
2022,MI,FT,FR,FR,M,100,Data Engineer,89,Europe,Europe
2022,MI,FT,CH,CH,L,0,Data Scientist,160,Europe,Europe
2022,SE,FT,US,US,L,100,Data Scientist,498,North America,North America
2022,MI,FT,CA,CA,M,100,Data Scientist,91,North America,North America
2022,EN,FT,PT,LU,M,100,Computer Vision Engineer,13,Europe,Europe
2022,MI,FT,GR,GR,S,100,Data Analyst,26,Europe,Europe
2022,SE,FT,US,US,L,100,Data Analyst,531,North America,North America
2022,MI,FT,US,US,L,100,Data Scientist,177,North America,North America
2022,SE,FT,US,US,L,100,Data Scientist,232,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,102,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,177,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,131,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,118,North America,North America
2022,MI,FT,CA,CA,M,0,Data Analyst,111,North America,North America
2022,MI,FT,CA,CA,M,0,Data Analyst,98,North America,North America
2022,SE,FT,US,US,M,100,Machine Learning Engineer,280,North America,North America
2022,SE,FT,US,US,M,100,Machine Learning Engineer,252,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,349,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,279,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,148,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,203,North America,North America
2022,MI,FT,US,US,M,0,Data Scientist,185,North America,North America
2022,MI,FT,US,US,M,0,Data Scientist,134,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,152,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,107,North America,North America
2022,MI,FT,US,US,M,0,Data Engineer,271,North America,North America
2022,MI,FT,US,US,M,0,Data Engineer,130,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,170,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,150,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,145,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,170,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,130,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,210,North America,North America
2022,SE,FT,US,US,L,0,Data Scientist,269,North America,North America
2022,SE,FT,US,US,L,0,Data Scientist,184,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,231,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,189,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,262,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,210,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,190,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,92,North America,North America
2022,SE,FT,US,US,M,0,Data Scientist,269,North America,North America
2022,SE,FT,US,US,M,0,Data Scientist,184,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,269,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,242,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,229,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,184,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,152,North America,North America
2022,SE,FT,US,US,M,0,Data Engineer,70,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,223,North America,North America
2022,MI,FT,GB,GB,M,0,Data Analyst,85,Europe,Europe
2022,SE,FT,US,US,M,100,Data Analyst,105,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,275,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,131,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,90,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,275,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,275,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,197,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,131,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,32,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,166,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,139,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,288,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,210,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,137,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,145,North America,North America
2022,MI,FT,GB,GB,M,0,Data Analyst,60,Europe,Europe
2022,SE,FT,US,US,M,100,Data Scientist,183,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,129,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,78,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,252,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,190,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,301,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,196,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,197,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,143,North America,North America
2022,SE,FT,US,US,M,100,Data Scientist,275,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,223,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,210,North America,North America
2022,MI,FT,US,US,M,100,Data Scientist,170,North America,North America
2022,EN,FT,CA,CA,M,0,Data Analyst,87,North America,North America
2022,EN,FT,CA,CA,M,0,Data Analyst,68,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,202,North America,North America
2022,SE,FT,US,US,M,100,Data Engineer,165,North America,North America
2022,SE,FT,US,US,M,0,Data Analyst,169,North America,North America
2022,SE,FT,US,US,M,100,Data Analyst,196,North America,North America
2022,MI,FT,IN,US,L,100,Data Scientist,262,Asia,North America
